,budget,popularity,runtime,revenue,rating,totalVotes
1668,700000,9.47666,171,7830611,7.9,136
1669,2000000,8.367858,89,58510,5.2,160
1670,20000000,11.11946,116,24145613,6.7,1003
1671,15000000,12.860385,101,24769466,6.4,632
1672,10000000,7.676017,100,66821036,4.8,788
1673,185000000,123.167259,152,1004558444,8.4,17810
1674,28000000,5.715737,90,77516304,6.8,902
1675,20000000,9.059459,94,7237794,6.3,91
1676,1900000,1.075939,104,2070806,7.1,17
1677,25000000,8.383246,120,24902723,6.2,543
1678,8500000,10.990614,107,770706,6,591
1679,60000,14.838386,81,248000000,6.3,1979
1680,180000,7.523517,89,900000,7.9,197
1681,16000000,3.859495,127,81452156,6,53
1682,11000000,7.715908,81,13276953,6,98
1684,2153912,0.334881,83,4864560,4.8,8
1685,60000000,11.131917,124,159330280,6.2,831
1686,3000000,6.09018,133,9012000,7.3,160
1688,41000000,12.929653,105,91636986,6.5,838
1691,7000000,12.61469,98,60611975,7.8,3563
1692,20000000,0.69162,98,2297493,5.2,10
1693,5000000,5.147819,89,42000000,6.3,102
1694,521873,1.668794,127,1013926,7.2,45
1695,34000000,228.032744,113,224511319,7.4,7325
1698,50000000,10.563152,124,120081841,6.7,1401
1699,20000000,18.006896,105,117760134,6.6,1743
1703,3837625,0.749665,103,3867000,6.5,22
1704,42000000,10.174298,100,89162162,5.9,1736
1707,20000000,4.444724,101,17432163,5.5,134
1708,120000000,5.458387,121,48668907,5.1,401
1709,45000000,9.875573,95,56070433,5.6,265
1710,15000000,7.390012,130,42724017,6.7,396
1711,1000000,6.107378,87,9318,5.4,363
1712,50000000,6.572049,99,8342132,6.6,579
1714,5000000,1.629796,80,2091037,5.9,13
1715,152000000,146.161786,140,369907963,7,4931
1717,120000000,10.246549,102,242688965,5.8,3221
1718,3347850,2.906503,108,1248748,7,194
1719,4437508,3.779077,155,2804874,7.5,127
1721,94000000,5.310558,116,54744738,4.7,298
1722,40000000,9.832342,93,51070807,6.3,1577
1723,120000000,17.246484,100,167977596,4.4,3604
1725,45000000,7.288046,95,124914842,5.4,708
1726,14000000,6.892056,91,39673161,6.1,169
1727,8000000,11.23915,92,10848783,5.7,280
1728,10000000,6.452069,102,3665069,6.5,664
1729,5200000,1.891138,163,13000000,6.6,52
1730,4000000,10.067238,90,1440000,6.3,90
1731,3900000,0.562097,199,4900000,6.1,11
1732,5500000,1.250293,140,47000000,4.6,14
1733,25000000,6.710598,105,34100000,6,600
1734,40000000,13.043999,118,244527583,7.4,5043
1735,63000000,8.863776,127,920100000,7.8,8295
1736,5000000,5.957998,121,23507567,5.9,171
1737,2000000,2.812182,90,120620,6.9,79
1739,38000000,6.456233,98,122417389,6.3,512
1741,15000000,1.158196,111,163169,4.3,43
1742,30000000,9.128905,105,25480490,5.8,406
1743,48000000,7.198455,104,20915465,4.1,447
1744,50000000,17.887943,141,83719388,7.3,2193
1745,6400000,19.293562,108,78371200,7.5,6348
1746,750000,1.500013,98,4000000,5.5,18
1747,9000000,9.202416,84,18663238,7.2,132
1749,5000000,4.206655,119,26144,7.4,263
1750,1000000,2.709403,109,6933459,7.1,75
1751,17820000,9.482248,94,14054361,6.2,520
1752,50000000,12.508518,99,16671505,5.9,528
1755,14000000,0.964715,94,9216,5,4
1757,1300000,0.044561,135,639000,6,2
1759,130000000,14.89499,120,276572938,6.1,3473
1760,290000,0.140491,85,596000,7.6,5
1761,190000000,27.275687,137,1506249360,7.3,6178
1762,2600000,13.233262,93,119500000,7.3,887
1763,250000,8.168456,68,2500000,8.2,760
1764,3000000,8.851646,161,27200000,7.9,851
1768,16000000,7.108555,87,76514050,5,653
1771,13400000,1.223071,100,16700000,4.9,9
1772,65000000,17.015539,104,262797249,7.1,5524
1774,35000000,7.79014,122,74558115,6.6,1334
1775,5000000,14.970485,97,9114264,6.9,884
1776,1070000,0.170074,95,570000,5.1,5
1777,3000000,2.850011,89,13308,6.5,60
1778,35000000,6.966505,110,17508518,5.5,749
1779,14600000,12.989627,101,70906973,7.5,3744
1780,5000000,12.158424,110,110000000,7.5,1706
1781,18000000,6.971611,80,5602431,7.4,259
1782,6000000,11.186981,105,1305195,5.8,547
1783,97000000,54.581997,137,616801808,7.8,11528
1784,11000000,10.3919,118,10032765,7.6,1674
1788,11000000,23.37742,117,104931801,8,7054
1789,2500000,11.591462,119,11403529,7.5,1712
1790,5000000,5.830675,99,19905359,6.3,136
1791,2159280,8.651053,80,15298355,7.3,420
1792,7000000,5.552946,112,8349430,7.3,193
1794,10831173,4.480723,106,10654385,6.8,250
1795,13360000,8.717661,118,2000000,6.8,1035
1796,55000000,13.776068,134,95000000,7.6,3678
1797,20000000,9.188583,113,208588,5.9,726
1798,5000000,6.370495,113,34725000,6.2,242
1801,3500000,0.556435,90,9247881,3.7,18
1802,30000000,10.596719,107,42886719,6.7,628
1803,2500,0.404753,78,15425,6.1,10
1804,3800000,8.070589,126,4307000,8.1,452
1806,14000000,5.113573,149,46495,6.1,127
1807,4000000,7.274237,115,10785801,7.5,1464
1809,135000000,11.72545,134,163794509,5.9,780
1811,200000000,20.818907,109,435000000,6,3303
1814,2700000,0.677253,117,4635143,4.3,3
1815,48000000,8.338222,147,207515725,7,926
1817,2000000,1.188935,89,33700,6.4,15
1818,120000000,14.072511,142,649398328,6.5,6720
1820,500000,2.317528,88,220151,6.7,47
1822,4000000,5.681582,111,2826523,6.9,198
1823,1500000,8.708789,86,173066,5.9,152
1824,19000000,2.824367,188,4750000,6.4,51
1826,6000000,4.619068,105,24078196,6.1,304
1828,50000000,9.645801,120,56714147,6.1,469
1830,70000000,8.919469,116,309457509,5.9,875
1831,6500000,0.877477,102,9816332,3,8
1832,1250000,12.74564,129,36144000,7.2,472
1835,3000000,8.733192,97,7282851,6.3,135
1836,60000000,7.094624,101,73174566,5.9,579
1837,30000000,11.552956,109,35294470,6.1,468
1838,200000000,13.67812,106,586090727,6.2,4225
1840,130000000,12.204174,105,117831631,5.4,1953
1841,15000000,9.747452,89,6405245,5,147
1844,9000000,1.494688,97,1046166,4.7,18
1845,1500000,6.939994,97,14697005,6.4,423
1846,4000000,3.92107,103,530048,6.7,91
1848,17000000,12.494394,170,72070731,7.7,572
1849,3230939,1.937874,162,18000000,6.5,25
1851,14000000,12.243528,97,38574362,4.6,191
1854,9000000,9.51953,104,18803648,7.2,1976
1855,16000000,6.493474,91,24377151,7.2,1474
1856,170000000,21.259,125,400062763,6.4,4153
1858,1549000,4.331811,107,7096000,6.5,62
1859,12000000,8.960713,93,32726956,6.8,131
1860,6500000,2.12989,104,566736,5.9,42
1861,170000000,18.717704,136,714766572,7.6,9894
1862,50000000,9.35239,101,66002004,5.2,1063
1863,3700000,13.505066,98,3338228,6.4,181
1865,19000000,14.9837,96,85241496,7.1,4298
1866,125000000,33.704935,110,407778013,5.5,4116
1868,108000000,25.62993,141,630161890,7.7,11413
1869,10000000,7.873018,137,100489151,6.4,140
1870,8000000,2.404818,115,10400000,5.7,23
1871,37000000,16.414239,108,215394738,6.4,1936
1872,17000000,6.815147,171,10006806,7.3,167
1875,80000000,13.666488,90,68514844,5.8,563
1876,5000000,3.007842,98,742898,6.3,85
1877,19800000,11.313659,103,41296320,6.6,671
1878,8000000,3.851653,112,53086,5.4,57
1879,40000000,16.478036,138,251171807,6.8,4222
1880,210000000,0.867943,104,459359555,6.4,5484
1883,30000000,7.857666,115,17137302,6.5,566
1884,12000000,5.799628,119,23,5.1,151
1886,15000000,11.440948,100,133432856,7.4,1680
1887,7000000,4.955317,103,573335,7.3,338
1888,2300000,2.01799,107,11000000,6.6,28
1889,20000000,11.069679,133,13204291,6.4,80
1891,5000000,0.889745,110,125400,7.5,2
1892,15000000,9.288013,99,40105542,4.8,503
1893,12000,5.738871,93,6000000,6.3,182
1895,700000,8.407369,94,3000000,7.1,204
1896,35000000,8.33756,123,69823199,6.6,2163
1897,7000000,7.523098,93,54600000,7.1,418
1900,105000000,13.99377,109,266000000,5.2,1504
1902,80000000,11.35779,110,230685453,6.1,1715
1903,3000000,0.702712,99,4800080,6,18
1907,48000000,6.74468,101,112462508,5.3,968
1908,30000000,12.840798,131,152427960,6.2,788
1910,180000000,11.481379,113,372234864,5.9,2396
1913,6500000,4.136105,96,1548955,6.9,72
1914,56000000,5.374563,214,12923936,5.9,71
1916,12000000,16.415498,154,39673162,7.3,2771
1920,12000000,9.363482,106,32248241,6.5,1373
1921,5000000,8.898523,84,86362372,5.3,702
1922,31115000,8.591238,248,71000000,6.9,247
1924,65000000,9.170332,145,415252786,6.3,922
1926,28000000,9.765123,127,195312802,6.5,766
1927,26400000,4.330396,155,62000000,6.4,79
1928,25000000,11.872997,93,117719158,5.9,1762
1929,28000000,8.808328,137,1749201,5.9,319
1930,65000000,13.268484,159,162091208,7.3,2435
1933,175000000,9.156877,96,173000000,5.4,2157
1934,83000000,6.053595,90,59468275,4.5,294
1935,40000000,10.395472,117,123494610,6.7,1606
1936,28000000,13.162168,123,14051384,5.3,270
1937,10000000,5.402262,105,25196249,5.8,158
1938,20000000,12.392754,115,20211394,6.5,457
1939,1500000,6.241185,101,22812411,5.5,172
1940,30000000,5.188399,106,24048000,5.5,237
1942,1000000,2.392367,78,10018,5.6,29
1943,40000000,7.15606,98,26155781,5.6,437
1945,1500000,4.173231,111,712294,6.4,71
1947,25000000,1.862215,117,20719451,7,42
1949,5000000,8.966129,92,6700000,5.4,90
1950,35000000,10.08043,100,85416905,5.2,949
1953,6500000,9.3806,105,31899000,6.8,276
1955,40000000,12.330249,138,243240178,7.3,1491
1956,855000,1.121417,96,1200000,7,37
1957,42000000,14.007329,104,119946358,5.5,1286
1958,4000000,0.737602,90,389503,6.1,4
1959,500000,1.946823,87,500000,3.7,23
1960,24000000,9.526781,126,88545092,7,495
1963,28000000,8.318954,114,103173635,6.5,401
1965,9000000,15.236541,111,7936012,7.1,206
1967,58000000,9.508061,127,25928721,6.6,143
1968,85000000,8.338675,115,208076205,6.4,1889
1970,8500000,6.911759,90,7500000,5.4,620
1971,9000000,0.941383,100,10364904,5.3,23
1972,120000000,3.918287,126,415440673,6.3,5829
1973,5952000,7.945039,87,2120439,7.3,824
1974,2300000,4.806374,100,20000000,7.4,101
1975,2000000,0.74156,207,393816,6.6,15
1976,80000000,10.385757,114,52099090,6.4,888
1977,10000000,1.192891,85,9069,6.9,11
1978,40000000,9.800232,117,30199105,5.7,215
1979,11715578,6.004257,108,21888598,7.6,1813
1980,10000000,5.872794,83,4417580,6.1,301
1982,54000000,10.301621,127,190458706,6.6,1024
1984,70000000,9.756289,104,225990978,6.5,3225
1985,1379375,2.214179,108,105097,7.8,43
1986,40000000,11.690781,140,357852395,6.3,2901
1988,10000000,5.611184,104,21486757,5.8,104
1989,1900000,2.004745,123,5900000,7.1,30
1990,5000000,6.199806,88,17768757,5.9,415
1991,37000000,3.742824,118,6482195,5.9,87
1992,4000000,0.372987,160,6000000,6.9,11
1994,67000000,11.845918,101,47267001,6.2,380
1995,65000000,13.257467,120,235666219,6.8,3720
1996,50000000,18.022579,144,69411370,7,1471
1997,19000000,4.347079,105,44332015,5.2,182
1998,60000000,13.469862,100,119940815,5.8,649
1999,27000000,12.851984,100,27200316,7.4,1268
2002,10000000,10.414363,90,59217789,6.3,1267
2003,35000000,13.495247,93,19165560,4.6,249
2004,80000000,5.228837,99,15071514,5.8,635
2005,4000000,2.148655,90,18591272,6.4,45
2007,1114000,2.886254,99,2610000,7.2,41
2009,5000000,0.191539,113,340312,5.1,7
2010,5000000,0.011574,83,8153677,5.9,16
2011,30000000,12.308007,107,70200000,5.7,543
2012,45000000,10.869056,83,141220678,5.6,2061
2014,100000000,16.382422,180,392000694,7.9,11404
2015,40000000,6.715263,110,136000000,5.7,1494
2016,25000000,51.645403,142,28341469,8.6,12215
2017,15000000,7.06378,106,8138788,6.2,359
2018,170000000,53.291601,121,773328629,7.9,16508
2019,35000000,7.102076,91,69307224,5.5,467
2022,42000000,10.528173,102,46221189,6.3,1385
2024,20000000,10.044642,96,34560577,5.9,1331
2025,3196621,6.704659,116,25513752,6.8,938
2026,1000000,7.314536,95,10499694,5.6,132
2027,440141,0.815203,160,2640850,6.7,7
2028,18000000,8.868558,129,23000000,7.9,1682
2029,13000000,14.310479,84,35763605,5.9,619
2030,1200000,8.699428,100,112892319,7.5,1286
2031,2000000,0.632261,106,4000000,6.6,9
2034,32000000,5.575992,123,152036382,6.3,514
2035,207000000,19.761164,187,550000000,6.7,3973
2036,52000000,18.761467,140,355237933,7.4,2621
2037,120000,0.485424,130,130000,6.2,18
2038,15000000,11.672701,126,43848069,7.1,896
2039,25000000,4.439325,102,10113733,6.2,88
2042,60000000,0.452934,97,300228084,5.9,1992
2043,8000000,12.357072,97,29010817,5.5,198
2044,130000000,19.201504,107,371940071,6.8,3064
2045,75000000,11.34706,138,114660784,6.9,801
2046,2627000,0.662665,120,5363000,7.1,11
2047,8000000,6.167646,104,10130000,5.9,252
2049,53000000,11.911173,94,139804348,7.6,2859
2050,4000000,11.457298,93,22490039,7.5,786
2052,40000000,5.361771,111,385284817,5.7,124
2054,134000,5.110716,73,4000000,7.1,168
2055,18000000,8.435642,126,57096190,6.8,2337
2056,40000000,11.100597,119,285176741,6.4,2325
2058,105000000,10.640864,105,347434178,5.7,1115
2059,28000000,10.850442,128,8555008,5.9,513
2060,35000000,7.85217,101,32483410,6,372
2061,40000000,9.738371,116,161834276,5.8,1315
2062,75000000,20.40426,108,288500217,7.3,4105
2064,25000000,6.636514,100,129115,6.5,166
2065,44000000,14.526049,112,12342632,6.2,3376
2066,2000000,5.958138,154,20908467,7.7,920
2067,40000000,8.695893,87,46471023,7.7,2101
2068,2000000,2.894009,87,4100000,6.3,49
2069,7500000,6.11959,97,143000,4.1,53
2071,25000000,10.653446,98,15704614,5.9,171
2073,50000000,6.506572,121,49111202,5.7,492
2074,1000000,0.594488,112,404785,6.9,11
2075,2900000,7.202832,86,74918,5.7,236
2078,17000000,7.290872,113,17185632,7.2,583
2080,29000000,8.843365,102,98185582,6.2,991
2081,11000000,5.304376,107,49797148,6.7,309
2082,2000000,2.186683,96,2506446,4.8,38
2084,6000000,5.648114,97,5844868,7,315
2086,15000000,9.117934,121,12036149,7.1,272
2087,5000000,8.698043,104,44030246,6.4,1652
2088,1243000,3.803268,106,2841000,6.3,63
2089,50000000,12.280827,101,79958599,5.3,177
2090,10000000,1.145806,98,18,4.1,22
2091,40000000,5.446745,91,22044277,6.1,613
2093,67000000,8.920545,102,25303038,5.4,366
2097,140000000,47.326665,143,655011224,7.7,11546
2098,120000,5.648187,97,182857,7.6,184
2099,550000,12.146747,95,59754601,6.3,1155
2100,13500000,8.995603,124,19255873,7.8,1322
2101,134005,2.003832,104,1332231,5.9,37
2102,9900000,25.869883,88,157100845,6.8,3401
2103,15000000,11.247957,86,107217396,6.5,2865
2105,8000000,5.284805,91,426224,6.5,204
2106,531374,7.970462,96,1103757,7.7,382
2107,8000000,4.518646,99,908847,6.4,111
2108,50000000,16.15818,110,161451538,5.6,1142
2109,5000000,8.591834,121,502758,7.9,67
2110,3000000,1.036233,157,12000000,7.6,21
2111,135000000,12.130127,128,361832400,6.2,1357
2113,9000000,6.842274,119,25000000,6.7,380
2114,15000000,6.777326,97,37930465,6,1054
2115,100000000,6.919314,115,242295562,5.8,816
2116,31000000,6.49968,117,185260553,7,492
2118,21000000,14.074906,117,10011050,6.3,93
2120,12000000,11.110376,197,60000000,7.5,843
2121,70000000,10.978188,120,161025640,6.2,3923
2123,10000000,6.589304,105,45742101,6.9,553
2124,33000000,12.237571,98,77068246,6,1457
2125,160000000,11.268531,121,164508066,4.3,726
2126,200000000,185.330992,137,863416141,7.7,11217
2127,60000000,8.142251,87,93375151,5.2,734
2128,7000000,11.370288,164,8373585,7.2,364
2130,20000000,14.27281,86,78378744,4.7,1382
2131,27000000,10.956665,101,129000000,6.6,1093
2132,24000000,13.765241,89,99965753,5.9,1533
2133,42000000,5.510805,100,11087569,6.2,188
2134,160000000,12.643312,132,300257475,6.1,2824
2135,380000000,27.88772,136,1045713802,6.4,8040
2137,25000000,6.036408,113,1037335,6.3,159
2138,1700000,12.843375,88,9700000,6.2,347
2139,60000000,8.581558,113,105200903,6.3,2419
2141,30000000,19.511221,121,84025816,7.3,4190
2142,2000000,10.650752,128,4905000,7.5,749
2143,5000000,5.874458,88,15179302,4.5,283
2145,8000000,9.631158,90,22433275,6.2,141
2147,3200000,11.504558,136,33395426,7.7,1600
2149,40000000,7.622875,99,138259062,5.6,721
2151,27000000,7.436001,80,13670688,6.4,335
2152,10000000,4.468247,84,20342161,5.7,113
2154,3000000,0.878255,99,9713500,3.4,13
2155,14000000,9.071127,100,19800000,4.7,201
2156,68000000,7.694847,136,75715436,5.3,853
2157,8000000,15.206957,89,52287414,7.9,2621
2158,50000000,6.936677,119,34808403,7.2,1247
2159,3500159,6.262677,112,76578641,6.2,1019
2161,11000000,11.333125,106,153083102,7,3014
2163,600000,6.854576,95,185898,3.8,171
2164,60000000,12.975936,124,101134059,6.5,2549
2165,14000000,14.443362,108,10076790,6.4,714
2166,50000000,15.874491,107,60209334,5.5,425
2167,103000000,25.085639,100,362000072,6.1,4779
2169,658000,9.072006,90,23800000,7.1,113
2170,4000000,11.223033,118,15656193,6.9,2557
2171,2500000,0.46335,100,71904,6.6,11
2172,24000000,12.596956,119,133000000,7.2,684
2175,22000000,7.106954,106,17336370,5.1,300
2176,5300000,5.94395,122,3897799,7.2,462
2177,12000000,6.631356,93,61141030,4.9,274
2178,20000000,6.372278,124,60427839,7.3,1487
2179,72000000,9.807552,131,27642707,7,462
2180,25000000,12.602438,138,156822020,7.7,2739
2182,70000000,14.116474,125,32287044,6.2,381
2184,13000000,10.098539,107,18000000,5.5,369
2185,47000000,11.618792,154,7191399,6.2,327
2186,74050,2.789574,98,176153,5.7,67
2187,10000000,7.807741,89,3193102,6.7,165
2188,5000000,3.621052,116,1980338,6.3,81
2189,4500000,0.313032,142,3200000,3.8,7
2190,1688000,5.076649,133,2270000,7.1,42
2191,44000000,6.273131,99,48190704,6.9,1258
2192,36000000,8.970494,105,156844753,6.7,633
2193,10000000,8.278525,101,1461989,6.9,150
2194,27000000,11.953822,98,93282604,6.4,1745
2197,5800000,4.412564,133,6800000,7.6,95
2198,3500000,0.524653,95,179000,1.4,10
2199,20000000,6.916201,105,33889159,6.6,1387
2200,80000000,15.001681,126,280000000,6.8,2942
2201,7000000,5.799861,95,6147,6.1,94
2202,70000000,12.687521,87,182379278,6.6,1234
2204,40000000,10.829432,109,28169671,5.6,531
2205,6500000,9.785147,112,98410061,7.3,1778
2206,20000000,2.651408,114,18253415,6.6,97
2207,65000000,12.954444,113,261317921,7.2,2691
2209,300000000,31.363664,169,961000000,7.1,7788
2211,2200000,6.127903,99,136400000,6.6,227
2212,20000000,8.772263,95,32204030,5.8,963
2213,8272296,10.000915,101,67872296,7.6,640
2214,15000000,7.050403,116,10903846,6.8,375
2215,38000000,7.824962,114,105610124,6.8,1612
2216,8000000,10.428421,90,5659286,7,854
2217,40000000,9.389354,109,196781193,6.3,2139
2218,8700000,11.643026,100,7659918,6.8,838
2219,3000000,6.070216,123,2357852,7,410
2220,7000000,5.633243,110,8220215,7.4,272
2221,5000000,3.334353,110,4040588,6.4,88
2222,15000000,7.729445,183,50000000,8,1612
2223,10000000,7.064982,95,103166989,6,821
2225,2000000,6.857318,118,7800000,7.3,74
2226,200000,0.917777,105,8000000,6,12
2227,85000000,1.498902,107,363164265,6.5,3617
2228,12000000,11.283472,123,56298474,7.5,878
2230,2160000,0.230534,119,9132000,7.7,10
2231,15000000,13.389735,98,3533227,5.9,418
2232,21000000,3.030309,115,23450000,6.4,85
2233,30000000,14.313079,107,55583804,5.3,756
2234,9000000,1.818296,130,771499,4.9,21
2235,12000000,16.243093,120,1400000,7.3,190
2237,1000000,0.04586,124,2691899,6.9,5
2238,23000000,1.914881,104,5820015,6.5,49
2239,19500000,5.326716,172,91000000,5.9,127
2240,2000000,12.805294,108,572809,6.4,903
2241,12000000,13.300519,131,41744718,5.6,287
2242,40000000,9.649303,157,132820716,6.9,2417
2243,19000000,9.801967,113,110879513,6.7,236
2244,15000000,9.020372,124,85306374,7.3,1931
2245,25000000,13.083718,108,30411183,6.4,1395
2247,20000000,7.120403,105,31327899,6.3,1741
2248,33000000,7.781293,100,102984862,6.5,3198
2249,15000000,8.735448,126,30226144,7.2,249
2252,19000000,13.088552,90,108047131,6.1,1070
2254,11000000,7.250134,106,53191886,6.7,1264
2257,7000000,6.01272,114,49084830,7,642
2258,90000000,8.184815,96,113493481,5.5,1063
2260,3800000,2.894924,84,111731,5.9,26
2262,56000000,12.136158,109,19701164,5.9,783
2264,15000000,5.952494,107,216614388,5.8,935
2265,500000,0.370114,157,500000,6,2
2266,70000000,9.963079,127,374111707,6.3,1847
2268,20000000,5.970067,128,73276047,7.3,660
2269,30000000,10.25103,108,287553595,6.1,2433
2270,500000,8.212399,110,3000000,7.2,716
2271,4500000,5.69684,117,3764219,7.2,123
2272,1700000,6.115299,77,1007962,5.3,131
2273,8000000,6.230854,124,21706101,7.1,275
2274,60000000,15.037993,99,205754447,5.9,2457
2275,10000000,11.119593,111,21786738,6.3,328
2277,8000000,7.321152,66,292279,7.8,530
2278,100000000,8.903754,95,7103973,4.3,215
2279,10000000,6.063809,100,31609243,6.5,30
2280,17000000,5.498819,98,3696232,5.8,320
2282,6000000,11.461437,90,40940662,6.4,353
2284,22000000,9.409701,115,68000000,6.6,465
2286,75000000,7.762917,104,152930623,5.9,1497
2287,18000000,1.377993,151,1500000,5.3,24
2288,12823507,2.981184,110,6101904,6.5,39
2289,23000000,3.612089,76,71368,4.7,62
2290,24000000,16.195894,91,87055349,6.6,831
2291,16000000,2.890462,97,1686429,4.1,87
2293,18000000,88.439243,110,20497844,5.5,2511
2295,400000,0.038876,80,5255,4.7,3
2296,90000000,8.684892,114,188133322,7.1,4617
2297,85000000,8.326699,88,297138014,6.4,1601
2299,60000000,13.155901,103,264118201,8,8610
2300,2380000,2.514638,101,8176544,7.5,575
2303,12000000,15.698433,151,53267000,8,779
2304,48000000,10.639244,143,390493908,6.8,1549
2305,35000000,6.90658,87,51680201,5.6,941
2307,7000000,3.132019,100,1246141,5.1,39
2308,1227401,8.319631,100,1277401,6.2,23
2309,2200000,17.112594,136,26589000,8.2,6122
2310,12156348,5.662109,98,7900000,6.6,404
2311,30000000,10.901355,99,63833449,5.9,324
2313,13000000,7.421245,105,114956699,6.4,855
2315,5500000,6.149295,120,5483299,6.5,421
2316,24000000,11.666172,91,43455230,6.4,222
2317,24000000,11.184385,137,41895491,7.3,571
2318,24000000,8.407519,146,33208099,7,95
2319,1500000,7.081404,104,3566225,5.5,495
2320,20000000,2.582818,105,21170563,6.6,55
2321,1805000,12.90707,98,4905000,6.4,39
2322,195000000,4.503505,154,1123746996,6.1,4682
2324,75000000,6.303466,110,132274484,5.7,1485
2325,79000000,9.645543,154,173013509,6.9,858
2326,58000000,187.860492,108,783112979,7.5,18931
2327,15000000,10.627364,92,73326666,7.3,2729
2328,45000000,8.279285,101,30353232,5.1,407
2329,6200000,1.077252,113,4820000,7.2,26
2331,6400000,12.203066,99,35057696,6.7,688
2333,9500000,10.359669,117,111584787,6.6,846
2334,10000000,8.406056,100,22896728,5,74
2338,63000000,63.869599,139,100853753,8.4,15256
2339,3000000,2.395067,91,7100000,6.7,41
2340,30000000,12.09096,110,29359216,6.8,645
2341,14000000,6.081401,99,72527595,5.7,503
2342,500000,1.640271,90,5330000,4.9,45
2343,350000,1.553107,96,2400000,7.1,44
2344,60000000,5.460942,140,17800000,6.4,399
2346,10000000,10.770928,178,50100000,7.5,384
2347,25000000,16.816834,127,230698791,8,4369
2349,8000000,12.137595,122,441306145,7.6,3578
2350,23000000,7.06088,93,38505009,6.3,701
2351,28000000,15.802306,118,333000000,7.2,4529
2352,7000000,6.657792,123,79666653,5.6,116
2353,8376800,12.237488,213,13000000,7.7,117
2354,12000000,3.223039,97,31179516,4.5,55
2355,20000000,18.157166,119,23875127,8.3,5391
2356,65000000,9.782014,100,17218080,5.6,414
2357,225000000,18.538834,143,662845518,6.5,9263
2361,15000000,6.557426,92,12000000,5.9,147
2363,45000000,6.287245,113,58620973,6.1,556
2364,50000000,9.092925,89,160602194,5.9,1124
2369,70000000,7.739633,134,154937680,6.7,473
2370,150000000,7.739904,99,301000000,5.6,2294
2372,40000000,8.142089,123,129540499,6.6,1034
2373,12000000,11.213913,123,87100449,7.9,3578
2374,2500000,12.525758,89,52604,5.5,151
2375,60000000,7.667874,101,95673607,5.2,854
2376,2300000,1.970054,155,11100000,6.9,69
2377,25000000,7.857078,119,92991835,6.7,779
2378,13000000,1.296862,91,9789900,5.2,5
2380,4000000,10.936827,104,9304609,6.8,613
2382,8000000,5.000657,129,18124262,7.1,141
2387,90000000,12.980624,94,886686817,6.6,4217
2388,30000000,6.793972,109,95714875,7.3,1066
2390,7500000,0.494047,155,10000000,4.9,21
2391,5500000,10.517835,130,141195658,6.7,919
2392,5000000,4.281103,129,7338987,7.8,123
2394,35000000,9.576745,88,147934180,5.7,1644
2396,60000000,15.904834,133,204594016,6,1121
2397,80000000,8.772188,117,309492681,6.6,779
2398,18000000,6.108646,111,20275812,6.9,498
2401,60000000,6.710215,109,37000000,4.9,641
2402,60000000,10.776138,101,170268750,5.7,1108
2403,47000000,5.507082,125,15691192,5.5,199
2404,37000000,13.081203,125,154026136,7.1,2237
2405,2500000,5.46567,102,3003,4.5,131
2406,4000000,14.171675,111,65046687,7.4,3567
2408,16000000,5.857368,91,4409328,5.7,16
2409,32000000,7.177649,129,48814909,7.2,902
2410,20000000,6.312206,90,18599102,6.1,294
2411,60000000,11.970205,123,223664608,7.3,2593
2412,65000000,5.627787,93,44806783,5.4,818
2413,3400000,0.40319,112,660537,6.6,8
2416,2500000,11.898793,99,6341684,5,1387
2417,3000000,12.416635,100,4000000,7.4,1495
2418,35000000,13.492845,108,113374103,5.7,663
2419,55000000,6.709803,134,141047179,6.1,208
2420,4000000,7.959965,103,4100000,3.8,202
2423,500000,0.493342,157,500000,6.6,4
2424,60000000,7.493615,105,73648228,5.8,1053
2429,15000000,5.951492,90,19158074,6.5,221
2430,17000000,2.972529,154,10000000,6.8,56
2431,40000000,14.767317,134,320170008,7.2,3764
2436,4300000,3.699552,149,3376375,6.9,96
2437,120000000,18.911961,130,325756637,6.3,1007
2438,6400000,9.57874,107,40084041,7.6,397
2439,50000000,5.852263,110,26199517,6.2,337
2440,27000000,11.15092,110,56308881,7.5,2083
2441,3000000,4.947043,95,14418922,6.3,139
2442,50000000,8.176147,98,106303988,5.5,811
2443,68000000,34.047399,124,698491347,6,4551
2445,16000000,15.133316,91,32155047,6,126
2446,4500000,4.31583,116,10400000,6.9,142
2447,7500000,11.791591,96,231411584,7,3851
2448,60000000,12.149946,120,56359980,5.7,308
2449,35000000,13.349518,106,36779296,5.7,202
2450,1821052,11.046411,111,1300000,8,214
2452,37000000,6.695229,113,95404397,6.8,293
2453,15000000,7.665431,89,1914166,5.2,96
2454,58000000,0.393865,119,44000000,6.2,2474
2455,50000000,19.638605,106,549368315,6.3,7267
2456,14000000,2.308846,104,6856989,5.3,42
2459,100000000,11.913405,102,268426634,6.4,1582
2460,25000000,11.556484,129,82466670,7.1,662
2461,1900000,0.653271,102,240093,7.3,20
2462,18000000,12.682927,112,6212282,6.3,1046
2464,22000000,11.654349,181,424208848,7.8,1813
2465,19000000,8.132811,97,6928068,6.1,311
2466,37000000,8.451297,105,26250020,5.3,1122
2467,18000000,7.471655,103,41382841,6.1,230
2468,25000000,6.497591,115,14048372,6.2,293
2469,85000000,10.175503,108,78382433,5.6,635
2470,2500000,3.084426,110,15014674,4.9,37
